year,fac_no,name,beg_date,end_date,county_name,type_centrl,patient_days,tot_hc_rev,tot_hc_exp,nonhc_net,inc_tax,ext_item,net_income
2012,206301115,LAGUNA HILLS HEALTH AND REHABILITATION CENTER,1/1/2012 0:00,12/31/2012 0:00,Orange,Investor Owned,65239,19712552,19614427,1632,0,0,99757
2011,206301115,LAGUNA HILLS HEALTH AND REHABILITATION CENTER,1/1/2011 0:00,12/31/2011 0:00,Orange,Investor Owned,62979,20749943,19050708,386,0,0,1699621
2015,206301118,CAPISTRANO BEACH CARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Orange,Investor Owned,27988,8885191,8933250,10532,12590,0,-50117
2014,206301118,CAPISTRANO BEACH CARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Orange,Investor Owned,29057,8042802,8782102,439,12590,0,-751451
2013,206301118,CAPISTRANO BEACH CARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Orange,Investor Owned,26725,7197536,8091933,525,12590,0,-906462
2012,206301118,CAPISTRANO BEACH CARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Orange,Investor Owned,27595,7339798,7981013,0,12590,0,-653805
2011,206301118,CAPISTRANO BEACH CARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Orange,Investor Owned,29107,9025575,8344000,0,12590,0,668985
2015,206301119,VICTORIA HEALTHCARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Orange,Investor Owned,25491,7991752,7693863,942,121026,0,177805
2014,206301119,VICTORIA HEALTHCARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Orange,Investor Owned,25882,7859132,7392280,45,189094,0,277803
2013,206301119,VICTORIA HEALTHCARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Orange,Investor Owned,23524,6989025,6798485,61,77192,0,113409
2012,206301119,VICTORIA HEALTHCARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Orange,Investor Owned,23914,7546771,7079804,10918,193544,0,284341
2011,206301119,VICTORIA HEALTHCARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Orange,Investor Owned,24520,8095711,7232816,-5461,347260,0,510174
2015,206301120,ANAHEIM CREST NURSING CENTER,1/1/2015 0:00,12/31/2015 0:00,Orange,Investor Owned,25889,6887624,6502106,-21823,12590,0,351105
2014,206301120,ANAHEIM CREST NURSING CENTER,1/1/2014 0:00,12/31/2014 0:00,Orange,Investor Owned,26538,7012006,6564205,29426,12590,0,464637
2013,206301120,ANAHEIM CREST NURSING CENTER,1/1/2013 0:00,12/31/2013 0:00,Orange,Investor Owned,26254,6521443,6315806,1378,12590,0,194425
2012,206301120,ANAHEIM CREST NURSING CENTER,1/1/2012 0:00,12/31/2012 0:00,Orange,Investor Owned,26973,6975861,6526629,0,12590,0,436642
2011,206301120,ANAHEIM CREST NURSING CENTER,1/1/2011 0:00,12/31/2011 0:00,Orange,Investor Owned,27475,7482815,6494646,0,12590,0,975579
2015,206301130,BUENA VISTA CARE CENTER - ANAHEIM,1/1/2015 0:00,12/31/2015 0:00,Orange,Investor Owned,29103,6973320,7112419,-11696,12590,0,-163385
2014,206301130,BUENA VISTA CARE CENTER - ANAHEIM,1/1/2014 0:00,12/31/2014 0:00,Orange,Investor Owned,30306,6479080,7417392,154896,12590,0,-796006
2013,206301130,BUENA VISTA CARE CENTER - ANAHEIM,1/1/2013 0:00,12/31/2013 0:00,Orange,Investor Owned,30053,6593449,7170820,372,12590,0,-589589
2012,206301130,BUENA VISTA CARE CENTER - ANAHEIM,1/1/2012 0:00,12/31/2012 0:00,Orange,Investor Owned,30947,7212336,7288263,0,12590,0,-88517
2011,206301130,BUENA VISTA CARE CENTER - ANAHEIM,1/1/2011 0:00,12/31/2011 0:00,Orange,Investor Owned,33080,7657985,7435694,0,12590,0,209701
2015,206301134,CAREHOUSE HEALTHCARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Orange,Investor Owned,56183,14359868,14838672,0,0,0,-478804
2014,206301134,CAREHOUSE HEALTHCARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Orange,Investor Owned,56700,14290196,14476073,0,0,0,-185877
2013,206301134,CAREHOUSE HEALTHCARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Orange,Investor Owned,53517,13703983,14302644,0,0,0,-598661
2012,206301134,CAREHOUSE HEALTHCARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Orange,Investor Owned,54714,13805718,14270599,0,0,0,-464881
2011,206301134,CAREHOUSE HEALTHCARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Orange,Investor Owned,55008,14463905,14086083,0,0,1,377821
2015,206301135,PARK ANAHEIM HEALTHCARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Orange,Investor Owned,39205,14040836,12460535,0,0,0,1580301
2014,206301135,PARK ANAHEIM HEALTHCARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Orange,Investor Owned,39715,14573460,12366233,0,0,0,2207227
2013,206301135,PARK ANAHEIM HEALTHCARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Orange,Investor Owned,38927,13944063,12232097,0,0,0,1711966
2012,206301135,PARK ANAHEIM HEALTHCARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Orange,Investor Owned,38081,13019332,12325076,0,0,0,694256
2011,206301135,PARK ANAHEIM HEALTHCARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Orange,Investor Owned,38755,14277513,12593281,20315,12590,0,1691957
2015,206301138,HARBOR VILLA CARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Orange,Investor Owned,29590,8066226,7591395,-24543,12590,0,437698
2014,206301138,HARBOR VILLA CARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Orange,Investor Owned,30903,8137575,7689633,32303,12590,0,467655
2013,206301138,HARBOR VILLA CARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Orange,Investor Owned,31367,7520075,7401988,991,12590,0,106488
2012,206301138,HARBOR VILLA CARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Orange,Investor Owned,31429,7837532,7437425,0,12590,0,387517
2011,206301138,HARBOR VILLA CARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Orange,Investor Owned,32069,7859404,7351597,0,12590,0,495217
2015,206301141,CHAPMAN CARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Orange,Investor Owned,34348,12267738,11828727,601,0,0,439612
2014,206301141,CHAPMAN CARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Orange,Investor Owned,34678,11391082,11129915,71,17634,0,243604
2013,206301141,CHAPMAN CARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Orange,Investor Owned,33688,11153616,10397010,532,1460,0,755678
2012,206301141,CHAPMAN CARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Orange,Investor Owned,33944,10539660,10165398,640,16815,0,358087
2011,206301141,CHAPMAN CARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Orange,Investor Owned,34707,10543048,9868929,187,4066,0,670240
2015,206301170,ST. EDNA SUBACUTE & REHAB CENTER,1/1/2015 0:00,12/31/2015 0:00,Orange,Investor Owned,46989,12353441,11588778,-2056,0,0,762607
2014,206301170,ST. EDNA SUBACUTE & REHAB CENTER,1/1/2014 0:00,12/31/2014 0:00,Orange,Investor Owned,47414,12198393,11798363,186,0,0,400216
2013,206301170,ST. EDNA SUBACUTE & REHAB CENTER,1/1/2013 0:00,12/31/2013 0:00,Orange,Investor Owned,46317,11664547,11425062,15,0,0,239500
2012,206301170,ST. EDNA SUBACUTE & REHAB CENTER,1/1/2012 0:00,12/31/2012 0:00,Orange,Investor Owned,46703,11746569,11097958,42,0,0,648653
2011,206301170,ST. EDNA SUBACUTE & REHAB CENTER,1/1/2011 0:00,12/31/2011 0:00,Orange,Investor Owned,47232,11874971,11003008,1337,0,0,873300
2015,206301171,BUENA PARK NURSING CENTER,1/1/2015 0:00,12/31/2015 0:00,Orange,Investor Owned,49320,16737691,15901792,5321,0,0,841220
2014,206301171,BUENA PARK NURSING CENTER,1/1/2014 0:00,12/31/2014 0:00,Orange,Investor Owned,49334,15265652,15551247,144,0,0,-285451
2013,206301171,BUENA PARK NURSING CENTER,1/1/2013 0:00,12/31/2013 0:00,Orange,Investor Owned,47779,14395411,14475585,297380,800,0,216406
2012,206301171,BUENA PARK NURSING CENTER,1/1/2012 0:00,12/31/2012 0:00,Orange,Investor Owned,46088,13304148,13592820,1406,33355,0,-320621
2011,206301171,BUENA PARK NURSING CENTER,1/1/2011 0:00,12/31/2011 0:00,Orange,Investor Owned,48744,14305727,13001240,4566,12777,0,1296276
2015,206301174,FOUNTAIN CARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Orange,Investor Owned,51230,14539089,14401049,0,0,0,138040
2014,206301174,FOUNTAIN CARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Orange,Investor Owned,51525,13988211,13940206,0,0,0,48005
2013,206301174,FOUNTAIN CARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Orange,Investor Owned,50386,13507893,13850761,0,0,0,-342868
2012,206301174,FOUNTAIN CARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Orange,Investor Owned,50063,13182983,13315457,0,0,0,-132474
2011,206301174,FOUNTAIN CARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Orange,Investor Owned,48448,12607585,12855666,0,0,1,-248082
2015,206301176,WINDSOR GARDENS CONV CTR OF ANAHEIM,1/1/2015 0:00,12/31/2015 0:00,Orange,Investor Owned,44481,11810839,11969740,392,9066,0,-167575
2014,206301176,WINDSOR GARDENS CONV CTR OF ANAHEIM,1/1/2014 0:00,7/31/2014 0:00,Orange,Investor Owned,27470,7315059,8682419,9751056,3302,0,8380394
2013,206301176,WINDSOR GARDENS CONV CTR OF ANAHEIM,1/1/2013 0:00,12/31/2013 0:00,Orange,Investor Owned,46855,12296013,13752523,0,0,0,-1456510
2012,206301176,WINDSOR GARDENS CONV CTR OF ANAHEIM,1/1/2012 0:00,12/31/2012 0:00,Orange,Investor Owned,48745,12928231,14373922,0,0,0,-1445691
2011,206301176,WINDSOR GARDENS CONV CTR OF ANAHEIM,1/1/2011 0:00,12/31/2011 0:00,Orange,Investor Owned,53092,14325495,14500636,0,0,0,-175141
2015,206301181,GARDEN GROVE CONVALESCENT HOSPITAL,1/1/2015 0:00,12/31/2015 0:00,Orange,Investor Owned,34234,7840368,7603558,-293248,0,0,-56438
2014,206301181,GARDEN GROVE CONVALESCENT HOSPITAL,1/1/2014 0:00,12/31/2014 0:00,Orange,Investor Owned,34134,7394733,7256175,-196926,0,0,-58368
2013,206301181,GARDEN GROVE CONVALESCENT HOSPITAL,1/1/2013 0:00,12/31/2013 0:00,Orange,Investor Owned,33050,7222644,6934207,-394415,-185,0,-105793
2012,206301181,GARDEN GROVE CONVALESCENT HOSPITAL,1/1/2012 0:00,12/31/2012 0:00,Orange,Investor Owned,33524,6521412,6694406,-263594,1235,0,-437823
2011,206301181,GARDEN GROVE CONVALESCENT HOSPITAL,1/1/2011 0:00,12/31/2011 0:00,Orange,Investor Owned,34854,7363501,6711791,-308788,800,-9,342131
2015,206301184,BEACHSIDE NURSING CENTER,1/1/2015 0:00,12/31/2015 0:00,Orange,Investor Owned,17637,9374180,9372734,5287,30784,0,-24051
2014,206301184,BEACHSIDE NURSING CENTER,1/1/2014 0:00,12/31/2014 0:00,Orange,Investor Owned,17143,8957824,8546150,-248,-1717,0,413143
2013,206301184,BEACHSIDE NURSING CENTER,1/1/2013 0:00,12/31/2013 0:00,Orange,Investor Owned,17874,8930364,8314156,100,5489,-5,610824
2012,206301184,BEACHSIDE NURSING CENTER,1/1/2012 0:00,12/31/2012 0:00,Orange,Investor Owned,18372,8919018,8045446,211,24881,-64240,913142
2011,206301184,BEACHSIDE NURSING CENTER,1/1/2011 0:00,12/31/2011 0:00,Orange,Investor Owned,18148,9362624,7913460,1537,51941,0,1398760
2015,206301185,ST. ELIZABETH HEALTHCARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Orange,Investor Owned,18399,7121703,6790753,0,0,0,330950
2014,206301185,ST. ELIZABETH HEALTHCARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Orange,Investor Owned,18974,7840495,7496771,0,0,0,343724
2013,206301185,ST. ELIZABETH HEALTHCARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Orange,Investor Owned,18907,6787060,6770601,0,0,0,16459
2012,206301185,ST. ELIZABETH HEALTHCARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Orange,Investor Owned,19060,6301241,6385098,0,0,1,-83858
2011,206301185,ST. ELIZABETH HEALTHCARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Orange,Investor Owned,18625,5805105,5633584,0,0,1,171520
2015,206301187,NEWPORT NURSING AND REHABILITATION CENTER,1/1/2015 0:00,12/31/2015 0:00,Orange,Investor Owned,17666,10473347,9137409,0,326,0,1335612
2014,206301187,NEWPORT NURSING AND REHABILITATION CENTER,1/1/2014 0:00,12/31/2014 0:00,Orange,Investor Owned,17439,10346587,9147858,-139,413,0,1198177
2013,206301187,NEWPORT NURSING AND REHABILITATION CENTER,1/1/2013 0:00,12/31/2013 0:00,Orange,Investor Owned,16170,9555439,8347996,0,306,0,1207137
2012,206301187,NEWPORT NURSING AND REHABILITATION CENTER,1/1/2012 0:00,12/31/2012 0:00,Orange,Investor Owned,16222,9256649,7914322,0,29,0,1342298
2011,206301187,NEWPORT NURSING AND REHABILITATION CENTER,1/1/2011 0:00,12/31/2011 0:00,Orange,Investor Owned,15729,9450300,7842206,405,16,0,1608483
2015,206301189,GORDON LANE CARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Orange,Investor Owned,33558,9563781,10658148,404,12590,0,-1106553
2014,206301189,GORDON LANE CARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Orange,Investor Owned,32238,8259089,9535458,76,12590,0,-1288883
2013,206301189,GORDON LANE CARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Orange,Investor Owned,33073,8581357,9362483,8,12590,0,-793708
2012,206301189,GORDON LANE CARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Orange,Investor Owned,33669,8679417,8942574,74,12590,0,-275673
2011,206301189,GORDON LANE CARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Orange,Investor Owned,32510,9162514,8918884,138,12590,0,231178
2015,206301190,COVENTRY COURT HEALTH CENTER,1/1/2015 0:00,12/31/2015 0:00,Orange,Investor Owned,29841,12157137,11992603,0,6287,0,158247
2014,206301190,COVENTRY COURT HEALTH CENTER,1/1/2014 0:00,12/31/2014 0:00,Orange,Investor Owned,28893,12743134,12434883,1,8827,0,299425
2013,206301190,COVENTRY COURT HEALTH CENTER,1/1/2013 0:00,12/31/2013 0:00,Orange,Investor Owned,28165,12628654,11552320,535,28657,-2,1048214
2012,206301190,COVENTRY COURT HEALTH CENTER,1/1/2012 0:00,12/31/2012 0:00,Orange,Investor Owned,29355,12510996,10864007,1437,42401,-53971,1659996
2011,206301190,COVENTRY COURT HEALTH CENTER,1/1/2011 0:00,12/31/2011 0:00,Orange,Investor Owned,30672,13071717,11023962,-12621,57518,0,1977616
2015,206301192,LEISURE COURT NURSING CENTER,1/1/2015 0:00,12/31/2015 0:00,Orange,Investor Owned,39797,10503383,9798863,585,0,0,705105
2014,206301192,LEISURE COURT NURSING CENTER,1/1/2014 0:00,12/31/2014 0:00,Orange,Investor Owned,39828,9456673,9226199,514,2422,0,228566
2013,206301192,LEISURE COURT NURSING CENTER,1/1/2013 0:00,12/31/2013 0:00,Orange,Investor Owned,38528,9585051,8976338,315,6732,0,602296
2012,206301192,LEISURE COURT NURSING CENTER,1/1/2012 0:00,12/31/2012 0:00,Orange,Investor Owned,39831,9696673,8904598,833,26910,0,765998
2011,206301192,LEISURE COURT NURSING CENTER,1/1/2011 0:00,12/31/2011 0:00,Orange,Investor Owned,40617,9785312,8623951,562,1463,0,1160460
2015,206301201,LA PALMA NURSING CENTER,1/1/2015 0:00,12/31/2015 0:00,Orange,Investor Owned,24604,7255830,6924603,772,0,0,331999
2014,206301201,LA PALMA NURSING CENTER,1/1/2014 0:00,12/31/2014 0:00,Orange,Investor Owned,24448,6371152,6495927,215,0,0,-124560
2013,206301201,LA PALMA NURSING CENTER,1/1/2013 0:00,12/31/2013 0:00,Orange,Investor Owned,23092,6300990,6322499,640,363,0,-21232
2012,206301201,LA PALMA NURSING CENTER,1/1/2012 0:00,12/31/2012 0:00,Orange,Investor Owned,24569,6705604,6135606,5057,32294,0,542761
2011,206301201,LA PALMA NURSING CENTER,1/1/2011 0:00,12/31/2011 0:00,Orange,Investor Owned,24550,7039004,5885169,227,1600,0,1152462
2015,206301202,ADVANCED REHAB CENTER OF TUSTIN,1/1/2015 0:00,12/31/2015 0:00,Orange,Investor Owned,32788,9517073,9279856,230521,0,0,467738
2014,206301202,ADVANCED REHAB CENTER OF TUSTIN,3/1/2014 0:00,12/31/2014 0:00,Orange,Investor Owned,23530,6686163,7291991,6845,0,0,-598983
2013,206301202,ADVANCED REHAB CENTER OF TUSTIN,1/1/2013 0:00,12/31/2013 0:00,Orange,Investor Owned,31924,7492705,8671910,0,0,0,-1179205
2012,206301202,ADVANCED REHAB CENTER OF TUSTIN,1/1/2012 0:00,12/31/2012 0:00,Orange,Investor Owned,32154,8166646,8721843,0,0,0,-555197
2011,206301202,ADVANCED REHAB CENTER OF TUSTIN,1/1/2011 0:00,12/31/2011 0:00,Orange,Investor Owned,32117,8840888,8763585,0,0,0,77303
2015,206301204,ORANGE HEALTHCARE & WELLNESS CENTER,6/1/2014 0:00,5/31/2015 0:00,Orange,Investor Owned,33758,11010278,10000774,-30643,12590,0,966271
2014,206301204,ORANGE HEALTHCARE & WELLNESS CENTER,6/1/2013 0:00,5/31/2014 0:00,Orange,Investor Owned,35086,11240072,10196047,221,11548,0,1032698
2013,206301204,ORANGE HEALTHCARE & WELLNESS CENTER,6/1/2012 0:00,5/31/2013 0:00,Orange,Investor Owned,32639,11030159,10189085,162,16132,0,825104
2012,206301204,ORANGE HEALTHCARE & WELLNESS CENTER,6/1/2011 0:00,5/31/2012 0:00,Orange,Investor Owned,32582,11622760,10738562,752,16606,0,868344
2011,206301204,ORANGE HEALTHCARE & WELLNESS CENTER,6/1/2010 0:00,5/31/2011 0:00,Orange,Investor Owned,33212,11134314,10009978,17288,17036,0,1124588
2015,206301208,SEA CLIFF HEALTHCARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Orange,Investor Owned,57116,16214840,14851062,-87810,917424,0,358544
2014,206301208,SEA CLIFF HEALTHCARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Orange,Investor Owned,57880,15025800,13170357,-506628,546271,0,802544
2013,206301208,SEA CLIFF HEALTHCARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Orange,Investor Owned,54135,13904159,12396936,-628859,355740,0,522624
2012,206301208,SEA CLIFF HEALTHCARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Orange,Investor Owned,57062,14840558,12937050,-563165,542837,0,797506
2011,206301208,SEA CLIFF HEALTHCARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Orange,Investor Owned,57103,14990269,12648838,-498624,746336,0,1096471
2015,206301210,HUNTINGTON VALLEY HEALTHCARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Orange,Investor Owned,45461,16869696,15877222,0,13500,0,978974
2014,206301210,HUNTINGTON VALLEY HEALTHCARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Orange,Investor Owned,44244,16697607,15466334,1288,12590,0,1219971
2013,206301210,HUNTINGTON VALLEY HEALTHCARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Orange,Investor Owned,44127,16942291,16170014,560,13490,0,759347
2012,206301210,HUNTINGTON VALLEY HEALTHCARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Orange,Investor Owned,43789,16680746,15952366,832,13200,0,716012
2011,206301210,HUNTINGTON VALLEY HEALTHCARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Orange,Investor Owned,43210,15762482,15176356,763,13200,0,573689
2015,206301211,HY-LOND GARDEN GROVE,1/1/2015 0:00,12/31/2015 0:00,Orange,Investor Owned,34499,5874591,5749618,113035,0,0,238008
2014,206301211,HY-LOND GARDEN GROVE,1/1/2014 0:00,12/31/2014 0:00,Orange,Investor Owned,35136,5809216,5616921,88603,0,0,280898
2013,206301211,HY-LOND GARDEN GROVE,1/1/2013 0:00,12/31/2013 0:00,Orange,Investor Owned,35361,5923682,5298094,0,0,0,625588
2012,206301211,HY-LOND GARDEN GROVE,1/1/2012 0:00,12/31/2012 0:00,Orange,Investor Owned,35650,5969423,4888288,0,0,0,1081135
2011,206301211,HY-LOND GARDEN GROVE,1/1/2011 0:00,12/31/2011 0:00,Orange,Investor Owned,34574,5716744,5198429,0,0,0,518315
2015,206301212,MISSION PALMS HEALTHCARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Orange,Investor Owned,33060,9843713,8799456,28,50067,0,994218
2014,206301212,MISSION PALMS HEALTHCARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Orange,Investor Owned,32994,9370273,8579176,3,804,0,790296
2013,206301212,MISSION PALMS HEALTHCARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Orange,Investor Owned,32862,8265339,7909138,1513,0,0,357714
2012,206301212,MISSION PALMS HEALTHCARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Orange,Investor Owned,33077,7728290,7493684,243,0,0,234849
2011,206301212,MISSION PALMS HEALTHCARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Orange,Investor Owned,32592,8041597,7454928,0,0,0,586669
2015,206301215,GARDEN PARK CARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Orange,Investor Owned,42949,14399392,14247428,0,12590,0,139374
2014,206301215,GARDEN PARK CARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Orange,Investor Owned,41614,12201860,12380026,127,12590,0,-190629
2013,206301215,GARDEN PARK CARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Orange,Investor Owned,41112,12372950,12449462,2,12590,0,-89100
2012,206301215,GARDEN PARK CARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Orange,Investor Owned,41104,12427870,12281111,0,12590,0,134169
2011,206301215,GARDEN PARK CARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Orange,Investor Owned,40821,12712406,12548588,9,12590,0,151237
2015,206301233,LA HABRA CONVALESCENT HOSPITAL,1/1/2015 0:00,12/31/2015 0:00,Orange,Investor Owned,26186,6497022,6681917,692,0,0,-184203
2014,206301233,LA HABRA CONVALESCENT HOSPITAL,1/1/2014 0:00,12/31/2014 0:00,Orange,Investor Owned,27781,7147371,6739693,11,0,0,407689
2013,206301233,LA HABRA CONVALESCENT HOSPITAL,1/1/2013 0:00,12/31/2013 0:00,Orange,Investor Owned,27433,6395947,6395264,659,0,0,1342
2012,206301233,LA HABRA CONVALESCENT HOSPITAL,1/1/2012 0:00,12/31/2012 0:00,Orange,Investor Owned,27327,6342262,6165760,88,0,0,176590
2011,206301233,LA HABRA CONVALESCENT HOSPITAL,1/1/2011 0:00,12/31/2011 0:00,Orange,Investor Owned,26730,6392849,5753356,194,0,0,639687
2015,206301243,ANAHEIM TERRACE CARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Orange,Investor Owned,31115,9672560,9859666,0,0,0,-187106
2014,206301243,ANAHEIM TERRACE CARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Orange,Investor Owned,30767,9291389,9265415,0,0,0,25974
2013,206301243,ANAHEIM TERRACE CARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Orange,Investor Owned,30656,9429372,9475964,0,0,0,-46592
2012,206301243,ANAHEIM TERRACE CARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Orange,Investor Owned,30894,8764997,9157584,0,0,0,-392587
2011,206301243,ANAHEIM TERRACE CARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Orange,Investor Owned,29808,9263433,8896158,0,0,1,367274
2015,206301259,MESA VERDE POST ACUTE CARE CENTER,6/1/2014 0:00,5/31/2015 0:00,Orange,Investor Owned,25996,9516081,7863299,5463,0,0,1658245
2014,206301259,MESA VERDE POST ACUTE CARE CENTER,6/1/2013 0:00,5/31/2014 0:00,Orange,Investor Owned,24415,8572501,7349159,68450,0,0,1291792
2013,206301259,MESA VERDE POST ACUTE CARE CENTER,6/1/2012 0:00,5/31/2013 0:00,Orange,Investor Owned,24143,8130194,7173845,-246575,800,0,708974
2012,206301259,MESA VERDE POST ACUTE CARE CENTER,6/1/2011 0:00,5/31/2012 0:00,Orange,Investor Owned,23693,6696842,7144738,12840,1717,0,-436773
2011,206301259,MESA VERDE POST ACUTE CARE CENTER,6/1/2010 0:00,5/31/2011 0:00,Orange,Investor Owned,19818,6098858,6786113,94349,0,0,-592906
2015,206301280,KNOTT AVENUE CARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Orange,Investor Owned,35076,14144397,13513570,203076,30375,0,803528
2014,206301280,KNOTT AVENUE CARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Orange,Investor Owned,34658,14330409,12944856,23,5528,0,1380048
2013,206301280,KNOTT AVENUE CARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Orange,Investor Owned,33845,13562874,12996185,0,1264,0,565425
2012,206301280,KNOTT AVENUE CARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Orange,Investor Owned,34242,13344347,12609437,1242,38973,0,697179
2011,206301280,KNOTT AVENUE CARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Orange,Investor Owned,34208,13845526,11937985,50851,21384,0,1937008
2015,206301281,SUN MAR NURSING CENTER - ANAHEIM,1/1/2015 0:00,12/31/2015 0:00,Orange,Investor Owned,24146,7136517,6900478,360,9980,0,226419
2014,206301281,SUN MAR NURSING CENTER - ANAHEIM,1/1/2014 0:00,12/31/2014 0:00,Orange,Investor Owned,24268,6229332,5861892,1584,1696,0,367328
2013,206301281,SUN MAR NURSING CENTER - ANAHEIM,1/1/2013 0:00,12/31/2013 0:00,Orange,Investor Owned,24353,6091566,5856256,0,800,0,234510
